ЧЭЛ 3x NRC (МДжоуль/кг)|7,10
СП (%)|16,63
Крахмал (%)|22,31
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|6,59
НСУ (%)|28,90
НВУ (%)|39,91
aNDFom (%)|30,18
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|6,43
aNDFom фуража (%)|23,00
peNDF (%)|20,98
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|8,67
СЖ (%)|4,47
ОЖК (%)|3,67
K (%)|1,64
