ЧЭЛ 3x NRC (МДжоуль/кг)|7,3521|МДжоуль/кг
СП (%)|16,8651|%
Крахмал (%)|25,6179|%
RD Крахмал 3xУровень 1 (%)|17,5051|%
Сахар (ВРУ) (%)|7,0576|%
НСУ (%)|32,6291|%
НВУ (%)|44,9427|%
aNDFom (%)|25,9786|%
CHO B3 pdNDF (%)||%
Растворимая клетчатка (%)|7,1340|%
aNDFom фуража (%)|17,4008|%
peNDF (%)||%
CHO B3 медленная фракция (%)||%
CHO C uNDF (%)|5,8380|%
СЖ (%)||%
ОЖК (%)|3,4983|%
K (%)|1,5954|%
