ЧЭЛ 3x NRC (МДжоуль/кг)|7,3309
СП (%)|16,9314
Крахмал (%)|27,9387
RD Крахмал 3xУровень 1 (%)|22,5985
Сахар (ВРУ) (%)|6,8017
НСУ (%)|
НВУ (%)|44,8812
aNDFom (%)|26,2771
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|8,0041
aNDFom фуража (%)|16,9350
peNDF (%)|16,8907
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|6,9465
СЖ (%)|4,3135
ОЖК (%)|3,5939
K (%)|1,5527
