ЧЭЛ 3x NRC (МДжоуль/кг)|7,2126
СП (%)|16,9877
Крахмал (%)|28,6584
RD Крахмал 3xУровень 1 (%)|21,7995
Сахар (ВРУ) (%)|5,7739
НСУ (%)|34,4323
НВУ (%)|44,2290
aNDFom (%)|26,7378
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|6,1250
aNDFom фуража (%)|16,7393
peNDF (%)|17,7951
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|6,0246
СЖ (%)|4,2841
ОЖК (%)|3,5653
K (%)|1,4595
