ЧЭЛ 3x NRC (МДжоуль/кг)|7,11
СП (%)|17,4496
Крахмал (%)|21,6025
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|8,0017
НСУ (%)|
НВУ (%)|41,9311
aNDFom (%)|28,3586
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|7,2844
aNDFom фуража (%)|22,6468
peNDF (%)|3,91
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|8,3780
СЖ (%)|4,2624
ОЖК (%)|3,5543
K (%)|1,5028
