ЧЭЛ 3x NRC (МДжоуль/кг)|7,43
СП (%)|16,81
Крахмал (%)|26,00
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|7,90
НСУ (%)|33,90
НВУ (%)|45,28
aNDFom (%)|25,49
CHO B3 pdNDF (%)|19,39
Растворимая клетчатка (%)|6,74
aNDFom фуража (%)|17,50
peNDF (%)|
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|5,99
СЖ (%)|4,32
ОЖК (%)|3,61
K (%)|1,65
