ЧЭЛ 3x NRC (МДжоуль/кг)|7,41
СП (%)|16,74
Крахмал (%)|26,48
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|7,20
НСУ (%)|33,69
НВУ (%)|44,53
aNDFom (%)|25,86
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|6,74
aNDFom фуража (%)|16,85
peNDF (%)|16,86
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|5,78
СЖ (%)|4,84
ОЖК (%)|4,11
K (%)|1,52
