ЧЭЛ 3x NRC (МДжоуль/кг)|7,3711
СП (%)|16,6871
Крахмал (%)|26,2879
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|7,3160
НСУ (%)|33,6039
НВУ (%)|45,5433
aNDFom (%)|25,8385
CHO B3 pdNDF (%)|19,3515
Растворимая клетчатка (%)|8,4604
aNDFom фуража (%)|17,1304
peNDF (%)|16,6558
CHO B3 медленная фракция (%)|2,4710
CHO C uNDF (%)|6,5440
СЖ (%)|4,0814
ОЖК (%)|3,4453
K (%)|1,6536
