ЧЭЛ 3x NRC (МДжоуль/кг)|7,4970|МДжоуль
СП (%)|16,6688|%
Крахмал (%)|28,2393|%
RD Крахмал 3xУровень 1 (%)|22,3572|%
Сахар (ВРУ) (%)|5,7880|%
НСУ (%)|34,0273|%
НВУ (%)|44,1623|%
aNDFom (%)|27,1930|%
CHO B3 pdNDF (%)||
Растворимая клетчатка (%)|6,5280|%
aNDFom фуража (%)|16,6021|%
peNDF (%)|17,0366|%
CHO B3 медленная фракция (%)||
CHO C uNDF (%)|6,3446|%
СЖ (%)|4,6141|%
ОЖК (%)|3,8560|%
K (%)|1,3967|%
