ЧЭЛ 3x NRC (МДжоуль/кг)|7,1273
СП (%)|16,8615
Крахмал (%)|28,7184
RD Крахмал 3xУровень 1 (%)|21,2775
Сахар (ВРУ) (%)|5,7892
НСУ (%)|
НВУ (%)|45,4816
aNDFom (%)|26,4318
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|6,7238
aNDFom фуража (%)|16,8085
peNDF (%)|16,9103
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|6,9770
СЖ (%)|3,4053
ОЖК (%)|2,6226
K (%)|1,4319
