ЧЭЛ 3x NRC (МДжоуль/кг)|7,25
СП (%)|17,1652
Крахмал (%)|26,7900
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|7,5254
НСУ (%)|
НВУ (%)|44,0188
aNDFom (%)|26,1407
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|6,1196
aNDFom фуража (%)|16,2682
peNDF (%)|4,05
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|5,9066
СЖ (%)|4,4859
ОЖК (%)|3,7163
K (%)|1,4698
