ЧЭЛ 3x NRC (МДжоуль/кг)|7,13
СП (%)|16,7767
Крахмал (%)|26,9401
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|7,8691
НСУ (%)|
НВУ (%)|44,5201
aNDFom (%)|26,6833
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|5,9292
aNDFom фуража (%)|16,9278
peNDF (%)|
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|6,1739
СЖ (%)|3,7192
ОЖК (%)|2,9360
K (%)|1,4999
