ЧЭЛ 3x NRC (МДжоуль/кг)|7.36
СП (%)|16.8
Крахмал (%)|24.4
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|4.5
НСУ (%)|
НВУ (%)|
aNDFom (%)|31.9
CHO B3 pdNDF (%)|3.6
Растворимая клетчатка (%)|
aNDFom фуража (%)|
peNDF (%)|
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|
СЖ (%)|4.1
ОЖК (%)|0.12
K (%)|1.3
