ЧЭЛ 3x NRC (МДжоуль/кг)|7,2561
СП (%)|17,1345
Крахмал (%)|30,7993
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|4,6682
НСУ (%)|
НВУ (%)|46,4883
aNDFom (%)|26,1493
CHO B3 pdNDF (%)|19,5905
Растворимая клетчатка (%)|7,4339
aNDFom фуража (%)|16,3714
peNDF (%)|
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|6,8627
СЖ (%)|3,0188
ОЖК (%)|2,3348
K (%)|1,0429
