ЧЭЛ 3x NRC (МДжоуль/кг)|6,6773
СП (%)|16,2294
Крахмал (%)|25,7069
RD Крахмал 3xУровень 1 (%)|19,0713
Сахар (ВРУ) (%)|3,6309
НСУ (%)|
НВУ (%)|38,6326
aNDFom (%)|32,8867
CHO B3 pdNDF (%)|22,6691
Растворимая клетчатка (%)|
aNDFom фуража (%)|18,2478
peNDF (%)|18,3897
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|10,2829
СЖ (%)|3,8950
ОЖК (%)|2,7452
K (%)|1,1590
