ЧЭЛ 3x NRC (МДжоуль/кг)|6,53
СП (%)|15,53
Крахмал (%)|19,06
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|6,58
НСУ (%)|25,64
НВУ (%)|37,77
aNDFom (%)|35,51
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|5,81
aNDFom фуража (%)|30,06
peNDF (%)|26,61
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|11,03
СЖ (%)|3,91
ОЖК (%)|2,76
K (%)|1,63
