ЧЭЛ 3x NRC (МДжоуль/кг)|7,40
СП (%)|16,59
Крахмал (%)|26,68
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|7,18
НСУ (%)|33,86
НВУ (%)|44,48
aNDFom (%)|25,84
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|6,65
aNDFom фуража (%)|17,08
peNDF (%)|16,28
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|6,81
СЖ (%)|4,74
ОЖК (%)|3,99
K (%)|1,59
