ЧЭЛ 3x NRC (МДжоуль/кг)|7,37
СП (%)|16,77
Крахмал (%)|26,49
RD Крахмал 3xУровень 1 (%)|18,15
Сахар (ВРУ) (%)|7,43
НСУ (%)|33,92
НВУ (%)|44,04
aNDFom (%)|26,96
CHO B3 pdNDF (%)|20,87
Растворимая клетчатка (%)|5,84
aNDFom фуража (%)|16,93
peNDF (%)|4,02
CHO B3 медленная фракция (%)| 
CHO C uNDF (%)|5,87
СЖ (%)|4,35
ОЖК (%)|3,60
K (%)|1,62
