ЧЭЛ 3x NRC (МДжоуль/кг)|7,17
СП (%)|15,63
Крахмал (%)|23,91
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|7,81
НСУ (%)|31,71
НВУ (%)|42,42
aNDFom (%)|28,71
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|5,73
aNDFom фуража (%)|19,68
peNDF (%)|18,58
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|7,04
СЖ (%)|5,45
ОЖК (%)|4,41
K (%)|1,52
