ЧЭЛ 3x NRC (МДжоуль/кг)|7,3497
СП (%)|17,1165
Крахмал (%)|27,5251
RD Крахмал 3xУровень 1 (%)|19,2431
Сахар (ВРУ) (%)|7,1939
НСУ (%)|34,7189
НВУ (%)|45,5716
aNDFom (%)|24,8544
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|6,5541
aNDFom фуража (%)|16,2152
peNDF (%)|
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|6,0688
СЖ (%)|4,4290
ОЖК (%)|3,7035
K (%)|1,5589
