ЧЭЛ 3x NRC (МДжоуль/кг)|7.34
СП (%)|16.82
Крахмал (%)|25.29
RD Крахмал 3xУровень 1 (%)|
Сахар (ВРУ) (%)|7.83
НСУ (%)|33.12
НВУ (%)|43.89
aNDFom (%)|26.1
CHO B3 pdNDF (%)|
Растворимая клетчатка (%)|6.83
aNDFom фуража (%)|17.31
peNDF (%)|16.7
CHO B3 медленная фракция (%)|
CHO C uNDF (%)|6.78
СЖ (%)|4.77
ОЖК (%)|4.0
K (%)|1.59
